URL: /
Timestamp: Tue Apr 18 2023 15:38:33 GMT-0600 (Mountain Daylight Time)

URL: /favicon.ico
Timestamp: Tue Apr 18 2023 15:38:34 GMT-0600 (Mountain Daylight Time)

URL: /
Timestamp: Tue Apr 18 2023 15:38:50 GMT-0600 (Mountain Daylight Time)

URL: /favicon.ico
Timestamp: Tue Apr 18 2023 15:38:50 GMT-0600 (Mountain Daylight Time)

URL: /
Timestamp: Tue Apr 18 2023 15:39:23 GMT-0600 (Mountain Daylight Time)

URL: /favicon.ico
Timestamp: Tue Apr 18 2023 15:39:23 GMT-0600 (Mountain Daylight Time)

URL: /documentation
Timestamp: Tue Apr 18 2023 15:41:24 GMT-0600 (Mountain Daylight Time)

URL: /favicon.ico
Timestamp: Tue Apr 18 2023 15:41:24 GMT-0600 (Mountain Daylight Time)

URL: /index
Timestamp: Tue Apr 18 2023 15:41:37 GMT-0600 (Mountain Daylight Time)

URL: /favicon.ico
::1 - - [02/May/2023:21:01:10 +0000] "DELETE /users/1 HTTP/1.1" 500 29 "-" "PostmanRuntime/7.32.2"
::1 - - [02/May/2023:21:01:21 +0000] "DELETE /users/2 HTTP/1.1" 500 29 "-" "PostmanRuntime/7.32.2"
::1 - - [02/May/2023:21:02:08 +0000] "GET /users HTTP/1.1" 500 29 "-" "PostmanRuntime/7.32.2"
::1 - - [02/May/2023:21:04:01 +0000] "GET /users HTTP/1.1" 500 29 "-" "PostmanRuntime/7.32.2"
::1 - - [02/May/2023:21:04:41 +0000] "GET /users/1 HTTP/1.1" 500 29 "-" "PostmanRuntime/7.32.2"
::1 - - [02/May/2023:21:12:41 +0000] "DELETE /users/1 HTTP/1.1" 500 29 "-" "PostmanRuntime/7.32.2"
::1 - - [02/May/2023:21:12:46 +0000] "DELETE /users/2 HTTP/1.1" 500 29 "-" "PostmanRuntime/7.32.2"
::1 - - [02/May/2023:21:25:03 +0000] "GET /movies/genre/action HTTP/1.1" 500 29 "-" "PostmanRuntime/7.32.2"
::1 - - [02/May/2023:21:25:14 +0000] "GET /movies/genre/Thrilles HTTP/1.1" 500 29 "-" "PostmanRuntime/7.32.2"
::1 - - [02/May/2023:21:25:20 +0000] "GET /movies/genre/Thriller HTTP/1.1" 500 29 "-" "PostmanRuntime/7.32.2"
::1 - - [02/May/2023:21:28:02 +0000] "GET /movies/genre/Thriller HTTP/1.1" 500 29 "-" "PostmanRuntime/7.32.2"
::1 - - [02/May/2023:21:28:10 +0000] "GET /movies/genre/scifi HTTP/1.1" 500 29 "-" "PostmanRuntime/7.32.2"
::1 - - [02/May/2023:21:28:17 +0000] "GET /movies/genre/romance HTTP/1.1" 500 29 "-" "PostmanRuntime/7.32.2"
::1 - - [02/May/2023:21:33:51 +0000] "DELETE /users/2 HTTP/1.1" 500 29 "-" "PostmanRuntime/7.32.2"
::1 - - [02/May/2023:21:35:50 +0000] "DELETE /users/2 HTTP/1.1" 500 29 "-" "PostmanRuntime/7.32.2"
::1 - - [02/May/2023:21:36:43 +0000] "GET /movies/genre/action HTTP/1.1" 500 29 "-" "PostmanRuntime/7.32.2"
::1 - - [02/May/2023:21:37:36 +0000] "POST /movies/genre/action HTTP/1.1" 404 159 "-" "PostmanRuntime/7.32.2"
::1 - - [02/May/2023:21:38:28 +0000] "GET /movies/genre/sport HTTP/1.1" 500 29 "-" "PostmanRuntime/7.32.2"
::1 - - [02/May/2023:21:38:36 +0000] "GET /movies/genre/Sport HTTP/1.1" 500 29 "-" "PostmanRuntime/7.32.2"
::1 - - [02/May/2023:21:38:49 +0000] "GET /movies HTTP/1.1" 200 10361 "-" "PostmanRuntime/7.32.2"
::1 - - [02/May/2023:21:39:45 +0000] "GET /movies HTTP/1.1" 200 10361 "-" "PostmanRuntime/7.32.2"
::1 - - [02/May/2023:21:40:16 +0000] "GET /movies/genre/Sport HTTP/1.1" 500 29 "-" "PostmanRuntime/7.32.2"
::1 - - [02/May/2023:21:40:23 +0000] "GET /movies/genre/Sport%Comedy HTTP/1.1" 500 29 "-" "PostmanRuntime/7.32.2"
::1 - - [02/May/2023:21:40:27 +0000] "GET /movies/genre/Sport-Comedy HTTP/1.1" 500 29 "-" "PostmanRuntime/7.32.2"
::1 - - [02/May/2023:21:40:34 +0000] "GET /movies/genres/sport HTTP/1.1" 404 158 "-" "PostmanRuntime/7.32.2"
::1 - - [02/May/2023:21:40:39 +0000] "GET /movies/genre/sport HTTP/1.1" 500 29 "-" "PostmanRuntime/7.32.2"
::1 - - [02/May/2023:21:40:43 +0000] "GET /movies/genre/:sport HTTP/1.1" 500 29 "-" "PostmanRuntime/7.32.2"
::1 - - [02/May/2023:21:40:46 +0000] "GET /movies/genre/%sport HTTP/1.1" 500 29 "-" "PostmanRuntime/7.32.2"
::1 - - [02/May/2023:21:40:52 +0000] "GET /movies/genre/%comedy HTTP/1.1" 500 29 "-" "PostmanRuntime/7.32.2"
::1 - - [02/May/2023:21:40:53 +0000] "GET /movies/genre/%comedy HTTP/1.1" 500 29 "-" "PostmanRuntime/7.32.2"
::1 - - [02/May/2023:21:41:26 +0000] "GET /movies HTTP/1.1" 200 10361 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36"
::1 - - [02/May/2023:21:41:26 +0000] "GET /favicon.ico HTTP/1.1" 404 150 "http://localhost:3000/movies" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36"
::1 - - [02/May/2023:21:41:39 +0000] "GET /movies/genre HTTP/1.1" 400 13 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36"
::1 - - [02/May/2023:21:41:44 +0000] "GET /movies/genre/action HTTP/1.1" 500 29 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36"
::1 - - [02/May/2023:21:41:51 +0000] "GET /users HTTP/1.1" 500 29 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36"
